Assembly_Accession,tax_id,Species,Kingdom,Phylum,Class,FTP_path
GCF_000304375.1,1211776,Campylobacter jejuni,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/304/375/GCF_000304375.1_AINO
GCF_000430385.1,1338035,Campylobacter jejuni,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/430/385/GCF_000430385.1_ASM43038v1
GCF_000466065.2,1380768,Campylobacter jejuni,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/466/065/GCF_000466065.2_ASM46606v2
GCF_000466075.2,1383068,Campylobacter jejuni,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/466/075/GCF_000466075.2_ASM46607v2
GCF_000466105.2,1380767,Campylobacter jejuni,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/466/105/GCF_000466105.2_ASM46610v2
GCF_000468915.2,1357994,Campylobacter jejuni,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/468/915/GCF_000468915.2_ASM46891v2
GCF_000493495.1,1347340,Campylobacter jejuni,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/493/495/GCF_000493495.1_TS
GCF_000632435.1,1295010,Campylobacter jejuni,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/632/435/GCF_000632435.1_ASM63243v1
GCF_000737085.1,32022,Campylobacter jejuni,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/737/085/GCF_000737085.1_ASM73708v1
GCF_000772225.1,1408176,Campylobacter jejuni,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/772/225/GCF_000772225.1_ASM77222v1
GCF_000830775.1,1385720,Campylobacter jejuni,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/830/775/GCF_000830775.1_ASM83077v1
GCF_000830805.1,1385723,Campylobacter jejuni,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/830/805/GCF_000830805.1_ASM83080v1
GCF_000830825.1,1385721,Campylobacter jejuni,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/830/825/GCF_000830825.1_ASM83082v1
GCF_000830845.1,1385722,Campylobacter jejuni,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/830/845/GCF_000830845.1_ASM83084v1
GCF_000830865.1,1385724,Campylobacter jejuni,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/830/865/GCF_000830865.1_ASM83086v1
GCF_001314285.1,197,,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/314/285/GCF_001314285.1_ASM131428v1
GCF_001767215.1,1340842,Campylobacter jejuni,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/767/215/GCF_001767215.1_ASM176721v1
GCF_001865595.1,1349827,Campylobacter jejuni,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/865/595/GCF_001865595.1_ASM186559v1
GCF_001865615.1,1349826,Campylobacter jejuni,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/865/615/GCF_001865615.1_ASM186561v1
GCF_002983725.1,32021,Campylobacter jejuni,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/983/725/GCF_002983725.1_ASM298372v1
GCF_001643955.1,1031746,Campylobacter hyointestinalis,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/643/955/GCF_001643955.1_ASM164395v1
GCF_001643975.1,1031752,Campylobacter hyointestinalis,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/643/975/GCF_001643975.1_ASM164397v1
GCF_005844045.1,91352,Campylobacter hyointestinalis,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/844/045/GCF_005844045.1_ASM584404v1
GCF_902385735.1,198,,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/385/735/GCF_902385735.1_UHGG_MGYG-HGUT-02307
GCF_000017725.2,360104,Campylobacter concisus,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/725/GCF_000017725.2_ASM1772v2
GCF_001298465.1,199,,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/298/465/GCF_001298465.1_ASM129846v1
GCF_000017465.2,360105,Campylobacter curvus,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/465/GCF_000017465.2_ASM1746v2
GCF_902381815.1,200,,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/381/815/GCF_902381815.1_UHGG_MGYG-HGUT-01706
GCF_000019205.1,306263,Campylobacter lari,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/205/GCF_000019205.1_ASM1920v1
GCF_000816225.1,1031536,Campylobacter lari,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/816/225/GCF_000816225.1_ASM81622v1
GCF_000816365.1,1388749,Campylobacter lari,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/816/365/GCF_000816365.1_ASM81636v1
GCF_000816385.2,1388750,Campylobacter lari,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/816/385/GCF_000816385.2_ASM81638v2
GCF_000816405.1,1453989,Campylobacter lari,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/816/405/GCF_000816405.1_ASM81640v1
GCF_000816425.1,1453988,Campylobacter lari,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/816/425/GCF_000816425.1_ASM81642v1
GCF_001017575.1,201,,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/017/575/GCF_001017575.1_ASM101757v1
GCF_008245025.1,488545,Campylobacter lari,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/245/025/GCF_008245025.1_ASM824502v1
GCF_900699785.1,204,,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/699/785/GCF_900699785.1_B91_SC
GCF_002220735.1,1031920,Campylobacter sputorum,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/220/735/GCF_002220735.1_ASM222073v1
GCF_002220755.1,1032066,Campylobacter sputorum,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/220/755/GCF_002220755.1_ASM222075v1
GCF_002220775.1,206,,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/220/775/GCF_002220775.1_ASM222077v1
GCF_002220795.1,1031754,Campylobacter sputorum,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/220/795/GCF_002220795.1_ASM222079v1
GCF_008245005.1,32024,Campylobacter sputorum,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/245/005/GCF_008245005.1_ASM824500v1
GCF_000008525.1,85962,Helicobacter pylori,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/525/GCF_000008525.1_ASM852v1
GCF_000008785.1,85963,Helicobacter pylori,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/785/GCF_000008785.1_ASM878v1
GCF_000011725.1,290847,Helicobacter pylori,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/725/GCF_000011725.1_ASM1172v1
GCF_000013245.1,357544,Helicobacter pylori,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/245/GCF_000013245.1_ASM1324v1
GCF_000020245.1,512562,Helicobacter pylori,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/245/GCF_000020245.1_ASM2024v1
GCF_000021165.1,563041,Helicobacter pylori,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/165/GCF_000021165.1_ASM2116v1
GCF_000021465.1,570508,Helicobacter pylori,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/465/GCF_000021465.1_ASM2146v1
GCF_000023805.1,684950,Helicobacter pylori,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/805/GCF_000023805.1_ASM2380v1
GCF_000091345.1,592205,Helicobacter pylori,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/091/345/GCF_000091345.1_ASM9134v1
GCF_000093185.1,637913,Helicobacter pylori,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/093/185/GCF_000093185.1_ASM9318v1
GCF_000148665.1,869727,Helicobacter pylori,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/148/665/GCF_000148665.1_ASM14866v1
GCF_000148855.1,765962,Helicobacter pylori,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/148/855/GCF_000148855.1_ASM14885v1
GCF_000148875.1,765963,Helicobacter pylori,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/148/875/GCF_000148875.1_ASM14887v1
GCF_000148895.1,765964,Helicobacter pylori,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/148/895/GCF_000148895.1_ASM14889v1
GCF_000148915.1,794851,Helicobacter pylori,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/148/915/GCF_000148915.1_ASM14891v1
GCF_000178935.2,585535,Helicobacter pylori,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/178/935/GCF_000178935.2_ASM17893v2
GCF_000185185.1,907238,Helicobacter pylori,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/185/185/GCF_000185185.1_ASM18518v1
GCF_000185205.1,907240,Helicobacter pylori,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/185/205/GCF_000185205.1_ASM18520v1
GCF_000185225.1,907237,Helicobacter pylori,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/185/225/GCF_000185225.1_ASM18522v1
GCF_000185245.1,907239,Helicobacter pylori,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/185/245/GCF_000185245.1_ASM18524v1
GCF_000192315.1,985081,Helicobacter pylori,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/192/315/GCF_000192315.1_ASM19231v1
GCF_000192335.1,985080,Helicobacter pylori,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/192/335/GCF_000192335.1_ASM19233v1
GCF_000196755.1,693745,Helicobacter pylori,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/755/GCF_000196755.1_ASM19675v1
GCF_000213135.1,585538,Helicobacter pylori,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/213/135/GCF_000213135.1_ASM21313v1
GCF_000224535.1,1055528,Helicobacter pylori,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/224/535/GCF_000224535.1_ASM22453v1
GCF_000224555.1,1055529,Helicobacter pylori,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/224/555/GCF_000224555.1_ASM22455v1
GCF_000224575.1,1055530,Helicobacter pylori,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/224/575/GCF_000224575.1_ASM22457v1
GCF_000255955.1,1055527,Helicobacter pylori,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/255/955/GCF_000255955.1_ASM25595v1
GCF_000259235.1,1163743,Helicobacter pylori,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/259/235/GCF_000259235.1_ASM25923v1
GCF_000262655.1,1127122,Helicobacter pylori,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/262/655/GCF_000262655.1_ASM26265v1
GCF_000270005.1,866344,Helicobacter pylori,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/270/005/GCF_000270005.1_ASM27000v1
GCF_000270025.1,866345,Helicobacter pylori,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/270/025/GCF_000270025.1_ASM27002v1
GCF_000270045.1,102608,Helicobacter pylori,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/270/045/GCF_000270045.1_ASM27004v1
GCF_000270065.1,866346,Helicobacter pylori,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/270/065/GCF_000270065.1_ASM27006v1
GCF_000277365.1,1163739,Helicobacter pylori,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/277/365/GCF_000277365.1_ASM27736v1
GCF_000277385.1,1163741,Helicobacter pylori,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/277/385/GCF_000277385.1_ASM27738v1
GCF_000277405.1,1163740,Helicobacter pylori,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/277/405/GCF_000277405.1_ASM27740v1
GCF_000277425.1,1163742,Helicobacter pylori,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/277/425/GCF_000277425.1_ASM27742v1
GCF_000307815.1,1234365,Helicobacter pylori,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/307/815/GCF_000307815.1_ASM30781v1
GCF_000307835.1,1234600,Helicobacter pylori,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/307/835/GCF_000307835.1_ASM30783v1
GCF_000315955.1,1055531,Helicobacter pylori,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/315/955/GCF_000315955.1_ASM31595v1
GCF_000317875.1,1055532,Helicobacter pylori,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/317/875/GCF_000317875.1_ASM31787v1
GCF_000348865.1,1248725,Helicobacter pylori,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/348/865/GCF_000348865.1_ASM34886v1
GCF_000348885.1,1248726,Helicobacter pylori,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/348/885/GCF_000348885.1_ASM34888v1
GCF_000392455.3,1311573,Helicobacter pylori,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/392/455/GCF_000392455.3_ASM39245v3
GCF_000392475.3,1321938,Helicobacter pylori,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/392/475/GCF_000392475.3_ASM39247v3
GCF_000392515.3,1321939,Helicobacter pylori,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/392/515/GCF_000392515.3_ASM39251v3
GCF_000392535.3,1321940,Helicobacter pylori,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/392/535/GCF_000392535.3_ASM39253v3
GCF_000439295.2,1321941,Helicobacter pylori,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/439/295/GCF_000439295.2_ASM43929v2
GCF_000498315.1,1407462,Helicobacter pylori,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/498/315/GCF_000498315.1_ASM49831v1
GCF_000498335.1,1407463,Helicobacter pylori,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/498/335/GCF_000498335.1_ASM49833v1
GCF_000590775.1,1352356,Helicobacter pylori,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/590/775/GCF_000590775.1_ASM59077v1
GCF_000600045.1,1382920,Helicobacter pylori,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/600/045/GCF_000600045.1_ASM60004v1
GCF_000600085.1,1382921,Helicobacter pylori,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/600/085/GCF_000600085.1_ASM60008v1
GCF_000600125.1,1382922,Helicobacter pylori,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/600/125/GCF_000600125.1_ASM60012v1
GCF_000600145.1,1382923,Helicobacter pylori,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/600/145/GCF_000600145.1_ASM60014v1
GCF_000600165.1,1382924,Helicobacter pylori,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/600/165/GCF_000600165.1_ASM60016v1
GCF_000600185.1,1382925,Helicobacter pylori,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/600/185/GCF_000600185.1_ASM60018v1
GCF_000600205.1,1382926,Helicobacter pylori,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/600/205/GCF_000600205.1_ASM60020v1
GCF_000600225.1,1382927,Helicobacter pylori,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/600/225/GCF_000600225.1_ASM60022v1
GCF_000685625.1,102611,Helicobacter pylori,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/685/625/GCF_000685625.1_ASM68562v1
GCF_000685665.1,210,,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/685/665/GCF_000685665.1_ASM68566v1
GCF_000826985.1,1391726,Helicobacter pylori,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/826/985/GCF_000826985.1_ASM82698v1
GCF_000828955.1,1426844,Helicobacter pylori,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/828/955/GCF_000828955.1_ASM82895v1
GCF_000829115.1,1391727,Helicobacter pylori,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/829/115/GCF_000829115.1_ASM82911v1
GCF_000829135.1,1391728,Helicobacter pylori,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/829/135/GCF_000829135.1_ASM82913v1
GCF_001991095.1,1431450,Helicobacter pylori,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/991/095/GCF_001991095.1_ASM199109v1
GCF_002005525.1,102617,Helicobacter pylori,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/005/525/GCF_002005525.1_ASM200552v1
GCF_007844075.1,544406,Helicobacter pylori,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/844/075/GCF_007844075.1_ASM784407v1
GCF_900478295.1,102618,Helicobacter pylori,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/478/295/GCF_900478295.1_35377_D02
GCF_000009305.1,382638,Helicobacter acinonychis,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/305/GCF_000009305.1_ASM930v1
GCF_000284635.1,1172562,Helicobacter cinaedi,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/284/635/GCF_000284635.1_ASM28463v1
GCF_000349975.1,537971,Helicobacter cinaedi,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/349/975/GCF_000349975.1_ASM34997v1
GCF_003213725.2,213,,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/213/725/GCF_003213725.2_ASM321372v2
GCF_000200595.1,936155,Helicobacter felis,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/200/595/GCF_000200595.1_ASM20059v1
GCF_000091985.1,679897,Helicobacter mustelae,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/091/985/GCF_000091985.1_ASM9198v1
GCF_900476215.1,217,,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/476/215/GCF_900476215.1_51342_F02
GCF_004328865.1,227,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/328/865/GCF_004328865.1_ASM432886v1
GCF_000026085.1,326442,Pseudoalteromonas haloplanktis,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/026/085/GCF_000026085.1_ASM2608v1
GCF_000008145.1,262698,Brucella abortus,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/145/GCF_000008145.1_ASM814v1
GCF_000018725.1,430066,Brucella abortus,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/725/GCF_000018725.1_ASM1872v1
GCF_000054005.1,359391,Brucella abortus,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/054/005/GCF_000054005.1_ASM5400v1
GCF_000238175.1,1104320,Brucella abortus,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/238/175/GCF_000238175.1_ASM23817v1
GCF_000740135.1,235,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/740/135/GCF_000740135.1_ASM74013v1
GCF_000740195.1,520455,Brucella abortus,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/740/195/GCF_000740195.1_ASM74019v1
GCF_000740215.1,520454,Brucella abortus,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/740/215/GCF_000740215.1_ASM74021v1
GCF_000740375.1,520450,Brucella abortus,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/740/375/GCF_000740375.1_ASM74037v1
GCF_001296965.1,1210454,Brucella abortus,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/296/965/GCF_001296965.1_ASM129696v1
GCF_011801185.1,1198700,Brucella abortus,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/801/185/GCF_011801185.1_ASM1180118v1
GCF_000016845.1,444178,Brucella ovis,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/845/GCF_000016845.1_ASM1684v1
