Accession,tax_id,Species,Kingdom,Phylum,Class,Length,Description
CP048042.1,614,Serratia liquefaciens,Bacteria,Proteobacteria,Gammaproteobacteria,85769,"Serratia liquefaciens strain JL02 plasmid unnamed1, complete sequence"
CP047672.1,1263550,Edwardsiella piscicida,Bacteria,Proteobacteria,Gammaproteobacteria,86371,"Edwardsiella piscicida strain CK41 plasmid pCK41, complete sequence"
AP019821.1,158836,Enterobacter hormaechei,Bacteria,Proteobacteria,Gammaproteobacteria,2495,"Enterobacter hormaechei subsp. hoffmannii OIPH-N069 plasmid: pN069_4 DNA, complete genome"
AP019820.1,158836,Enterobacter hormaechei,Bacteria,Proteobacteria,Gammaproteobacteria,47299,"Enterobacter hormaechei subsp. hoffmannii OIPH-N069 plasmid: pN069_3 DNA, complete genome"
AP019819.1,158836,Enterobacter hormaechei,Bacteria,Proteobacteria,Gammaproteobacteria,115150,"Enterobacter hormaechei subsp. hoffmannii OIPH-N069 plasmid: pN069_2 DNA, complete genome"
AP019818.1,158836,Enterobacter hormaechei,Bacteria,Proteobacteria,Gammaproteobacteria,136816,"Enterobacter hormaechei subsp. hoffmannii OIPH-N069 plasmid: pN069_1 DNA, complete genome"
AP019696.1,1671597,Absiella argi,Bacteria,Firmicutes,Erysipelotrichia,4730,"Absiella argi JCM 30884 plasmid pABar1 DNA, complete genome"
CP034667.1,585,Proteus vulgaris,Bacteria,Proteobacteria,Gammaproteobacteria,284528,"Proteus vulgaris strain PvSC3 plasmid pPvSC3, complete sequence"
AP022377.1,588,Providencia stuartii,Bacteria,Proteobacteria,Gammaproteobacteria,152754,"Providencia stuartii BML2537 plasmid: pBML2537 DNA, complete genome"
AP022376.1,587,Providencia rettgeri,Bacteria,Proteobacteria,Gammaproteobacteria,84930,"Providencia rettgeri BML2531 plasmid: pBML2531 DNA, complete genome"
CP044433.1,1639,Listeria monocytogenes,Bacteria,Firmicutes,Bacilli,55804,"Listeria monocytogenes strain FDA00009448 plasmid pCFSAN038814, complete sequence"
CP044431.1,1639,Listeria monocytogenes,Bacteria,Firmicutes,Bacilli,55802,"Listeria monocytogenes strain FDA00006667 plasmid pCFSAN038814, complete sequence"
CP041978.1,2026187,Bacillus pacificus,Bacteria,Firmicutes,Bacilli,300719,"Bacillus pacificus strain NCCP 15909 plasmid unnamed1, complete sequence"
CP041977.1,2026187,Bacillus pacificus,Bacteria,Firmicutes,Bacilli,35649,"Bacillus pacificus strain NCCP 15909 plasmid unnamed2, complete sequence"
CP041980.1,2026186,Bacillus paranthracis,Bacteria,Firmicutes,Bacilli,299329,"Bacillus paranthracis strain NCCP 15910 plasmid unnamed, complete sequence"
CP041748.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,91398,"Escherichia coli strain NCCP 15739 plasmid unnamed, complete sequence"
CP041752.1,2026186,Bacillus paranthracis,Bacteria,Firmicutes,Bacilli,40613,"Bacillus paranthracis strain NCCP 14796 plasmid unnamed2, complete sequence"
CP041751.1,2026186,Bacillus paranthracis,Bacteria,Firmicutes,Bacilli,56742,"Bacillus paranthracis strain NCCP 14796 plasmid unnamed1, complete sequence"
CP043545.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,274059,"Escherichia coli strain F2_81 plasmid pF2_18C_HI2, complete sequence"
CP043544.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,82910,"Escherichia coli strain F2_81 plasmid pF2_18C_FIB, complete sequence"
CP043543.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,9683,Escherichia coli strain F2_81 plasmid pF2_18C_Col
CP047139.1,305,Ralstonia solanacearum,Bacteria,Proteobacteria,Betaproteobacteria,1814285,"Ralstonia solanacearum strain CFBP 8695 plasmid unnamed, complete sequence"
CP047137.1,305,Ralstonia solanacearum,Bacteria,Proteobacteria,Betaproteobacteria,1748866,"Ralstonia solanacearum strain CFBP 8697 plasmid unnamed, complete sequence"
CP044008.1,28901,Salmonella enterica,Bacteria,Proteobacteria,Gammaproteobacteria,84489,"Salmonella enterica subsp. enterica serovar Typhi strain 2018K-0756 plasmid p2018K-0756, complete sequence"
CP043741.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,126972,"Escherichia coli strain CVM N17EC0320 plasmid pN17EC0320-2, complete sequence"
CP043737.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,179651,"Escherichia coli strain CVM N17EC0616 plasmid pN17EC0616-1, complete sequence"
CP043749.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,3071,"Escherichia coli strain CVM N16EC0140 plasmid pN16EC0140-2, complete sequence"
CP043751.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,81916,"Escherichia coli strain CVM N62675 plasmid pN62675, complete sequence"
CP043753.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,48263,"Escherichia coli strain CVM N56639 plasmid pN56639, complete sequence"
CP043745.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,138918,"Escherichia coli strain CVM N16EC0879 plasmid pN16EC0879-1, complete sequence"
CP043743.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,125644,"Escherichia coli strain CVM N17EC0211 plasmid pN17EC0211, complete sequence"
CP043734.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,101987,"Escherichia coli strain CVM N17EC1164 plasmid pN17EC1164-1, complete sequence"
AP019830.1,157687,Leptotrichia wadei,Bacteria,Fusobacteria,Fusobacteriia,32202,"Leptotrichia wadei JCM16777 plasmid pJCM16777-1 DNA, complete genome"
CP047036.1,1063,Rhodobacter sphaeroides,Bacteria,Proteobacteria,Alphaproteobacteria,43551,"Rhodobacter sphaeroides strain DSM 158 plasmid pDx, complete sequence"
CP047035.1,1063,Rhodobacter sphaeroides,Bacteria,Proteobacteria,Alphaproteobacteria,105324,"Rhodobacter sphaeroides strain DSM 158 plasmid pC, complete sequence"
CP047034.1,1063,Rhodobacter sphaeroides,Bacteria,Proteobacteria,Alphaproteobacteria,114233,"Rhodobacter sphaeroides strain DSM 158 plasmid pB, complete sequence"
CP047033.1,1063,Rhodobacter sphaeroides,Bacteria,Proteobacteria,Alphaproteobacteria,124354,"Rhodobacter sphaeroides strain DSM 158 plasmid pEA, complete sequence"
CP046678.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,48742,"Escherichia coli strain 152661 plasmid p152661_p2, complete sequence"
CP046677.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,266880,"Escherichia coli strain 152661 plasmid p152661_pINV, complete sequence"
CP046475.1,262209,Janibacter melonis,Bacteria,Actinobacteria,Actinobacteria,54436,"Janibacter melonis strain M714 plasmid unnamed, complete sequence"
AP021907.1,561879,Bacillus safensis,Bacteria,Firmicutes,Bacilli,11408,"Bacillus safensis IDN1 plasmid plasmid1 DNA, complete genome"
CP046513.1,1396,Bacillus cereus,Bacteria,Firmicutes,Bacilli,294504,"Bacillus cereus strain JHU plasmid p2, complete sequence"
CP046512.1,1396,Bacillus cereus,Bacteria,Firmicutes,Bacilli,509015,"Bacillus cereus strain JHU plasmid p1, complete sequence"
CP006582.2,28104,Mesorhizobium huakuii,Bacteria,Proteobacteria,Alphaproteobacteria,226380,"Mesorhizobium huakuii 7653R plasmid pMHa, complete sequence"
CP006583.2,28104,Mesorhizobium huakuii,Bacteria,Proteobacteria,Alphaproteobacteria,434109,"Mesorhizobium huakuii 7653R plasmid pMHb, complete sequence"
CP046443.1,53409,Pseudomonas coronafaciens,Bacteria,Proteobacteria,Gammaproteobacteria,45971,"Pseudomonas coronafaciens pv. coronafaciens strain B19001 plasmid unnamed2, complete sequence"
CP046442.1,53409,Pseudomonas coronafaciens,Bacteria,Proteobacteria,Gammaproteobacteria,112911,"Pseudomonas coronafaciens pv. coronafaciens strain B19001 plasmid unnamed1, complete sequence"
LR701662.1,1457141,Chlamydia avium,Bacteria,Chlamydiae,Chlamydiia,7640,"Chlamydia avium isolate PV4360_2 genome assembly, plasmid: 2"
CP000877.1,65,Herpetosiphon aurantiacus,Bacteria,Chloroflexi,Chloroflexia,99204,"Herpetosiphon aurantiacus DSM 785 plasmid pHAU02, complete sequence"
CP000876.1,65,Herpetosiphon aurantiacus,Bacteria,Chloroflexi,Chloroflexia,339639,"Herpetosiphon aurantiacus DSM 785 plasmid pHAU01, complete sequence"
CP035920.1,1763883,Vibrio cidicii,Bacteria,Proteobacteria,Gammaproteobacteria,90006,"Vibrio cidicii strain 2423-01 plasmid unnamed1, complete sequence"
CP035919.1,1763883,Vibrio cidicii,Bacteria,Proteobacteria,Gammaproteobacteria,36558,"Vibrio cidicii strain 2423-01 plasmid unnamed2, complete sequence"
CP019152.2,28090,Acinetobacter lwoffii,Bacteria,Proteobacteria,Gammaproteobacteria,17035,"Acinetobacter lwoffii strain ZS207 plasmid pZS-2, complete sequence"
CP019144.2,28090,Acinetobacter lwoffii,Bacteria,Proteobacteria,Gammaproteobacteria,186588,"Acinetobacter lwoffii strain ZS207 plasmid pmZS, complete sequence"
CP019151.1,28090,Acinetobacter lwoffii,Bacteria,Proteobacteria,Gammaproteobacteria,6168,"Acinetobacter lwoffii strain ZS207 plasmid pZS-6, complete sequence"
CP019150.1,28090,Acinetobacter lwoffii,Bacteria,Proteobacteria,Gammaproteobacteria,4348,"Acinetobacter lwoffii strain ZS207 plasmid pZS-9, complete sequence"
CP019149.1,28090,Acinetobacter lwoffii,Bacteria,Proteobacteria,Gammaproteobacteria,5246,"Acinetobacter lwoffii strain ZS207 plasmid pZS-8, complete sequence"
CP019148.1,28090,Acinetobacter lwoffii,Bacteria,Proteobacteria,Gammaproteobacteria,5518,"Acinetobacter lwoffii strain ZS207 plasmid pZS-7, complete sequence"
CP019147.1,28090,Acinetobacter lwoffii,Bacteria,Proteobacteria,Gammaproteobacteria,6886,"Acinetobacter lwoffii strain ZS207 plasmid pZS-4, complete sequence"
CP019146.1,28090,Acinetobacter lwoffii,Bacteria,Proteobacteria,Gammaproteobacteria,6691,"Acinetobacter lwoffii strain ZS207 plasmid pZS-5, complete sequence"
CP045836.1,759811,Lysinibacillus pakistanensis,Bacteria,Firmicutes,Bacilli,66276,"Lysinibacillus pakistanensis strain LZH-9 plasmid unnamed, complete sequence"
CP045776.1,2026186,Bacillus paranthracis,Bacteria,Firmicutes,Bacilli,273192,"Bacillus paranthracis strain CFSAN068816 plasmid p1CFSAN068816, complete sequence"
CP045775.1,2026186,Bacillus paranthracis,Bacteria,Firmicutes,Bacilli,8696,"Bacillus paranthracis strain CFSAN068816 plasmid p2CFSAN068816, complete sequence"
CP045774.1,2026186,Bacillus paranthracis,Bacteria,Firmicutes,Bacilli,5435,"Bacillus paranthracis strain CFSAN068816 plasmid p3CFSAN068816, complete sequence"
CP045773.1,2026186,Bacillus paranthracis,Bacteria,Firmicutes,Bacilli,3869,"Bacillus paranthracis strain CFSAN068816 plasmid p4CFSAN068816, complete sequence"
CP045772.1,2026186,Bacillus paranthracis,Bacteria,Firmicutes,Bacilli,3091,"Bacillus paranthracis strain CFSAN068816 plasmid p5CFSAN068816, complete sequence"
CP045781.1,28141,Cronobacter sakazakii,Bacteria,Proteobacteria,Gammaproteobacteria,3982,"Cronobacter sakazakii strain CFSAN068773 plasmid p3CFSAN068773, complete sequence"
CP045780.1,28141,Cronobacter sakazakii,Bacteria,Proteobacteria,Gammaproteobacteria,38556,"Cronobacter sakazakii strain CFSAN068773 plasmid p2CFSAN068773, complete sequence"
CP045779.1,28141,Cronobacter sakazakii,Bacteria,Proteobacteria,Gammaproteobacteria,131196,"Cronobacter sakazakii strain CFSAN068773 plasmid p1CFSAN068773, complete sequence"
CP045559.1,2660638,Citrobacter sp. S39,Bacteria,Proteobacteria,Gammaproteobacteria,20370,"Citrobacter sp. S39 plasmid pS39-4, complete sequence"
CP045558.1,2660638,Citrobacter sp. S39,Bacteria,Proteobacteria,Gammaproteobacteria,41152,"Citrobacter sp. S39 plasmid pS39-3, complete sequence"
CP045557.1,2660638,Citrobacter sp. S39,Bacteria,Proteobacteria,Gammaproteobacteria,167230,"Citrobacter sp. S39 plasmid pS39-2, complete sequence"
CP045556.1,2660638,Citrobacter sp. S39,Bacteria,Proteobacteria,Gammaproteobacteria,261631,"Citrobacter sp. S39 plasmid pS39-1, complete sequence"
CP038509.1,28901,Salmonella enterica,Bacteria,Proteobacteria,Gammaproteobacteria,41193,Salmonella enterica subsp. enterica serovar Infantis strain FARPER-219 plasmid p-F219b
CP038508.1,28901,Salmonella enterica,Bacteria,Proteobacteria,Gammaproteobacteria,320892,"Salmonella enterica subsp. enterica serovar Infantis strain FARPER-219 plasmid p-F219, complete sequence"
LR699557.1,2604047,Paraburkholderia sp. Msb3,Bacteria,Proteobacteria,Betaproteobacteria,64284,"Paraburkholderia sp. Msb3 isolate PDMSB31 genome assembly, plasmid: pIII"
LR699556.1,2604047,Paraburkholderia sp. Msb3,Bacteria,Proteobacteria,Betaproteobacteria,93611,"Paraburkholderia sp. Msb3 isolate PDMSB31 genome assembly, plasmid: pII"
LR699555.1,2604047,Paraburkholderia sp. Msb3,Bacteria,Proteobacteria,Betaproteobacteria,204567,"Paraburkholderia sp. Msb3 isolate PDMSB31 genome assembly, plasmid: pI"
CP030662.1,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,24914,"Staphylococcus aureus strain ER02826.3 plasmid unnamed1, complete sequence"
CP030677.1,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,34234,"Staphylococcus aureus strain ER01533.3 plasmid unnamed3, complete sequence"
CP030676.1,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,16751,"Staphylococcus aureus strain ER01533.3 plasmid unnamed2, complete sequence"
CP030674.1,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,26684,"Staphylococcus aureus strain ER01533.3 plasmid unnamed1, complete sequence"
CP030649.1,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,25435,"Staphylococcus aureus strain ER03556.3 plasmid unnamed2, complete sequence"
CP030648.1,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,41662,"Staphylococcus aureus strain ER03556.3 plasmid unnamed1, complete sequence"
CP030694.1,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,26984,"Staphylococcus aureus strain ER01803.3 plasmid unnamed1, complete sequence"
CP030714.1,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,25435,"Staphylococcus aureus strain ER02878.3 plasmid unnamed1, complete sequence"
CP030680.1,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,24739,"Staphylococcus aureus strain ER00573.3 plasmid unnamed3, complete sequence"
CP030679.1,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,26683,"Staphylococcus aureus strain ER00573.3 plasmid unnamed2, complete sequence"
CP030678.1,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,34234,"Staphylococcus aureus strain ER00573.3 plasmid unnamed1, complete sequence"
CP030589.1,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,27271,"Staphylococcus aureus strain ER04314.3 plasmid unnamed1, complete sequence"
CP030593.1,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,25430,"Staphylococcus aureus strain ER02989.3 plasmid unnamed2, complete sequence"
CP030591.1,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,42436,"Staphylococcus aureus strain ER02989.3 plasmid unnamed1, complete sequence"
CP030707.1,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,27068,"Staphylococcus aureus strain ER03493.3 plasmid unnamed1, complete sequence"
CP030633.1,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,27070,"Staphylococcus aureus strain ER03755.3 plasmid unnamed1, complete sequence"
CP030663.1,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,25616,"Staphylococcus aureus strain ER03489.3 plasmid unnamed1, complete sequence"
CP030607.1,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,24484,"Staphylococcus aureus strain ER02693.3 plasmid unnamed2, complete sequence"
CP030606.1,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,32799,"Staphylococcus aureus strain ER02693.3 plasmid unnamed1, complete sequence"
CP030666.1,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,25434,"Staphylococcus aureus strain ER01454.3 plasmid unnamed1, complete sequence"
CP030639.1,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,43760,"Staphylococcus aureus strain ER04165.3 plasmid unnamed1, complete sequence"
CP030657.1,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,29669,"Staphylococcus aureus strain ER04448.3 plasmid unnamed2, complete sequence"
CP030655.1,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,34982,"Staphylococcus aureus strain ER04448.3 plasmid unnamed1, complete sequence"
CP030682.1,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,27297,"Staphylococcus aureus strain ER05857.3 plasmid unnamed1, complete sequence"
CP030687.1,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,27268,"Staphylococcus aureus strain ER02919.3 plasmid unnamed1, complete sequence"
CP030616.1,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,19409,"Staphylococcus aureus strain ER01560.3 plasmid unnamed2, complete sequence"
CP030614.1,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,43966,"Staphylococcus aureus strain ER01560.3 plasmid unnamed1, complete sequence"
CP030618.1,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,43750,"Staphylococcus aureus strain ER04440.3 plasmid unnamed1, complete sequence"
CP030671.1,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,42259,"Staphylococcus aureus strain ER00951.3 plasmid unnamed2, complete sequence"
CP030669.1,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,25430,"Staphylococcus aureus strain ER00951.3 plasmid unnamed1, complete sequence"
CP030643.1,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,23059,"Staphylococcus aureus strain ER00385.3 plasmid unnamed1, complete sequence"
CP030623.1,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,16752,"Staphylococcus aureus strain ER01524.3 plasmid unnamed3, complete sequence"
CP030622.1,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,34234,"Staphylococcus aureus strain ER01524.3 plasmid unnamed2, complete sequence"
CP030620.1,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,33206,"Staphylococcus aureus strain ER01524.3 plasmid unnamed1, complete sequence"
CP030697.1,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,30991,"Staphylococcus aureus strain ER01532.3 plasmid unnamed2, complete sequence"
CP030696.1,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,35308,"Staphylococcus aureus strain ER01532.3 plasmid unnamed1, complete sequence"
CP030660.1,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,27068,"Staphylococcus aureus strain ER02217.3 plasmid unnamed1, complete sequence"
CP030690.1,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,20759,"Staphylococcus aureus strain ER01507.3 plasmid unnamed1, complete sequence"
CP030691.1,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,27262,"Staphylococcus aureus strain ER01422.3 plasmid unnamed1, complete sequence"
CP030672.1,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,27078,"Staphylococcus aureus strain pt053 plasmid unnamed1, complete sequence"
CP030644.1,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,27026,"Staphylococcus aureus strain ER03298.3 plasmid unnamed1, complete sequence"
CP030625.1,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,26723,"Staphylococcus aureus strain ER03448.3 plasmid unnamed1, complete sequence"
CP030627.1,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,28788,"Staphylococcus aureus strain ER01823.3 plasmid unnamed1, complete sequence"
CP030594.1,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,27271,"Staphylococcus aureus strain ER03588.3 plasmid unnamed1, complete sequence"
CP030597.1,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,27067,"Staphylococcus aureus strain ER02443.3 plasmid unnamed1, complete sequence"
